ISOURBID,ISO3,URBID,NAME,SCHNM,ES90POP,ES95POP,ES00POP,SQKM_FINAL,URB_D_MEAN,BUF_D_MEAN,D_T_DIFF,URB_N_MEAN,BUF_N_MEAN,N_T_DIFF,LATITUDE,LONGITUDE
COL55741,COL,55741,CANDELARIA,CANDELARIA,6872,7830,8576,18.57,35.90,35.68,0.22,24.70,23.78,0.92,10.46169233,-74.87765488
SOM55746,SOM,55746,Berbera,BERBERA,114336,124169,159118,36.70,46.93,48.82,-1.89,24.33,24.63,-0.29,10.43645135,45.02178652
COL55749,COL,55749,VILLANUEVA,VILLANUEVA,12658,14423,15797,21.96,29.19,34.28,-5.10,20.61,21.91,-1.30,10.4480852,-75.26923479
VEN55752,VEN,55752,Barquisimeto,BARQUISIMETO,844603,935222,1036279,2188.75,34.89,31.48,3.41,18.84,18.22,0.62,10.12062771,-69.17660498
NGA55754,NGA,55754,Kontagora,KONTAGORA,60774,78671,98982,128.37,33.55,31.22,2.32,20.30,20.05,0.25,10.40378344,5.473073626
IND55755,IND,55755,PATTUKKOTTAI,PATTUKKOTTAI,57370,60912,64673,38.00,40.84,40.32,0.52,26.01,25.84,0.17,10.42894036,79.32489711
VNM55760,VNM,55760,Long Xuyen,LONGXUYEN,132869,160983,189255,110.41,30.80,30.30,0.50,25.78,25.51,0.27,10.37024187,105.4544282
VNM55761,VNM,55761,Vung Tau,VUNGTAU,115359,139768,164314,70.53,31.41,29.56,1.85,24.65,24.76,-0.11,10.39150571,107.1180693
COL55763,COL,55763,SAN ESTANISLAO,SANESTANISLAO,20295,23124,25327,42.57,36.35,35.59,0.77,23.87,24.16,-0.29,10.39901506,-75.14653174
GIN55765,GIN,55765,Fria,FRIA,33731,42677,51833,104.73,27.14,26.83,0.31,22.86,20.55,2.31,10.3760687,-13.57050413
IND55767,IND,55767,MUTTUPET,MUTTUPET,18318,21002,23845,4.48,40.41,40.09,0.32,26.44,25.93,0.51,10.41620934,79.52247025
IND55768,IND,55768,DINDIGUL,DINDIGUL,181119,188007,195156,132.60,44.75,43.98,0.77,26.45,26.12,0.32,10.36707518,77.98409311
COL55772,COL,55772,CAMPO DE LA CRUZ,CAMPODELACRUZ,38096,43407,47542,76.89,36.50,35.93,0.56,23.91,24.31,-0.40,10.36324392,-74.87476427
IND55774,IND,55774,VEDARANNIYAM,VEDARANNIYAM,29027,33280,37785,31.90,35.82,36.43,-0.61,26.86,26.40,0.46,10.38548508,79.84974762
PHL55775,PHL,55775,Toledo,TOLEDO,120000,121469,141174,29.62,26.64,31.13,-4.49,23.06,22.72,0.33,10.38234453,123.6558535
VNM55781,VNM,55781,My Tho,MYTHO,108149,131033,154045,69.75,31.04,30.81,0.24,25.05,24.80,0.25,10.36337405,106.3592786
CRI55783,CRI,55783,Quesada,QUESADA,16257,19463,23300,97.99,30.57,29.61,0.96,18.26,18.61,-0.34,10.33696757,-84.43125425
NGA55785,NGA,55785,Bauchi,BAUCHI,196145,253906,319458,209.50,36.96,34.66,2.29,19.91,20.41,-0.51,10.30846087,9.835005723
IND55786,IND,55786,ALANGUDI,ALANGUDI,10896,10825,10755,21.96,42.44,41.30,1.14,25.80,25.43,0.38,10.36218949,78.98749062
VEN55787,VEN,55787,Villa del Rosario,VILLADELROSARIO,36077,40686,45883,244.15,39.23,38.40,0.84,23.55,22.81,0.74,10.28658838,-72.34030084
ETH55790,ETH,55790,Debre Mark'os,DEBREMARKOS,40254,52121,63802,29.56,23.82,23.81,0.01,2.77,4.84,-2.07,10.3380672,37.73558692
IND55791,IND,55791,IRINJALAKUDA,IRINJALAKUDA,27356,28035,28731,12.67,37.52,31.21,6.30,24.80,24.15,0.65,10.35005169,76.2180442
IND55792,IND,55792,ATIRAMPATTINAM,ATIRAMPATTINAM,46669,53506,60750,16.89,39.06,39.67,-0.61,25.41,25.51,-0.10,10.34074604,79.38457116
COL55796,COL,55796,SANTA LUCIA,SANTALUCIA,9779,11142,12204,10.14,37.25,36.09,1.16,24.73,24.45,0.28,10.3239402,-74.95625456
TTO55798,TTO,55798,Rio Claro,RIOCLARO,2235,2612,3000,38.02,30.71,28.98,1.74,21.65,21.49,0.17,10.31023693,-61.17491254
NGA55799,NGA,55799,Gombe,GOMBE,155372,201126,253052,140.24,39.22,38.76,0.46,21.16,21.26,-0.10,10.29239762,11.16008275
IND55804,IND,55804,CHALAKUDY,CHALAKUDY,44751,46361,48030,38.86,37.99,34.63,3.36,24.82,24.11,0.71,10.30377174,76.34673027
VEN55808,VEN,55808,Puerto la Cruz,PUERTOLACRUZ,224520,247095,272690,687.19,33.23,30.60,2.63,21.20,20.35,0.85,10.13598361,-64.60590368
VNM55810,VNM,55810,Sa Dec,SADEC,52254,63311,74430,34.95,31.30,30.56,0.74,25.77,24.68,1.09,10.28915204,105.767421
NGA55817,NGA,55817,Mubi,MUBI,122414,158463,199374,83.64,38.02,37.09,0.93,19.88,21.48,-1.60,10.2663646,13.26804782
ETH55819,ETH,55819, ,ELIAS,2919,3780,4627,2.69,26.56,25.33,1.23,-6.30,0.80,-7.10,10.29614618,37.46486051
IND55822,IND,55822,PERAVURANI,PERAVURANI,15746,18053,20497,11.83,40.40,39.57,0.83,25.55,26.00,-0.45,10.28842451,79.20534901
COL55825,COL,55825,CALAMAR,CALAMAR,9879,11256,12328,36.90,35.80,35.81,0.00,24.98,24.56,0.42,10.25730315,-74.91163484
VNM55829,VNM,55829,Vinh Long,VINHLONG,84068,101856,119744,52.83,31.09,30.05,1.03,24.24,24.33,-0.09,10.25149879,105.9703051
VNM55832,VNM,55832,Ben Tre,BENTRE,46110,55867,65679,53.44,32.40,30.07,2.33,23.85,24.54,-0.69,10.24476244,106.3782281
IND55836,IND,55836,KODAIKANAL,KODAIKANAL,26925,29506,32333,38.87,25.71,29.15,-3.43,12.01,15.84,-3.83,10.23800969,77.50288933
IND55837,IND,55837,ARIMALAM,ARIMALAM,5850,6707,7615,2.81,42.20,42.08,0.12,25.77,25.77,0.00,10.25096859,78.89682438
COL55838,COL,55838,MAHATES,MAHATES,8044,9166,10039,17.25,36.08,35.93,0.15,25.17,24.37,0.80,10.23527727,-75.18419611
COL55849,COL,55849,EL COPEY,ELCOPEY,18431,21001,23001,132.69,37.37,35.73,1.64,23.00,21.82,1.18,10.16903884,-73.95188902
IND55857,IND,55857,KOCHI,KOCHI,800877,911148,1027920,601.69,30.61,30.51,0.09,24.16,23.92,0.24,10.0414624,76.36042279
IND55863,IND,55863,SINGAMPUNERI,SINGAMPUNERI,12293,14095,16003,15.21,44.70,43.89,0.81,26.30,26.45,-0.16,10.18921872,78.42128529
CRI55866,CRI,55866,San José,SANJOSE,905274,1015612,1129347,1962.02,30.11,25.07,5.05,14.78,14.32,0.46,9.971699053,-84.14694538
VEN55875,VEN,55875,Matur¡n,MATURIN,226284,274280,333099,1619.40,33.00,32.16,0.84,17.06,17.00,0.06,9.760274691,-63.34590085
IND55879,IND,55879,PARAVUR,PARAVUR,49207,53148,57301,27.41,29.76,28.37,1.39,21.81,23.36,-1.55,10.14884063,76.22933851
IND55885,IND,55885,PERIYAKULAM,PERIYAKULAM,47242,44801,42487,29.59,38.21,35.54,2.66,24.15,21.43,2.73,10.12401997,77.55391711
IND55892,IND,55892,TIRUPATHUR,TIRUPATHUR,17490,20053,22768,20.29,42.68,43.42,-0.74,26.57,26.38,0.18,10.1145661,78.60346161
CMR55893,CMR,55893, ,KAELE,18563,23594,29068,7.88,43.66,42.90,0.76,23.45,22.33,1.12,10.11145015,14.44749508
IND55895,IND,55895,KARAIKKUDI,KARAIKKUDI,72660,83306,94584,114.97,42.70,42.41,0.29,26.90,26.56,0.34,10.08335613,78.79337247
VNM55896,VNM,55896,Can Tho,CANTHO,214239,259570,305156,130.04,30.09,31.43,-1.34,24.27,23.95,0.32,10.04791337,105.766194
CRI55897,CRI,55897,Puntarenas,PUNTARENAS,45469,50556,55700,309.87,28.56,28.65,-0.10,21.17,20.30,0.86,9.998240758,-84.71669031
VEN55902,VEN,55902,Machiques,MACHIQUES,38613,43819,49726,349.19,37.51,36.73,0.78,23.55,22.80,0.75,10.03185704,-72.4668823
GIN55910,GIN,55910,Kindia,KINDIA,73040,92411,112236,69.33,30.92,28.85,2.06,19.76,18.05,1.71,10.05541093,-12.84858368
COL55912,COL,55912,Agustín Codazzi,AGUSTINCODAZZI,30379,34614,37912,105.69,35.74,35.91,-0.17,22.01,22.75,-0.74,10.03736307,-73.2261049
CRI55917,CRI,55917,Limón,LIMON,41112,48281,56700,119.05,31.88,30.20,1.68,21.60,20.46,1.14,9.964579799,-83.07844725
IND55919,IND,55919,TENIALLINAGARAM,TENIALLINAGARAM,122238,142825,166124,77.79,39.43,37.45,1.98,22.33,21.95,0.39,10.01916971,77.48123885
IND55921,IND,55921,MELUR,MELUR,32792,33221,33655,28.75,45.83,45.34,0.50,26.68,26.38,0.30,10.03415298,78.34337263
COL55923,COL,55923,EL GUAMO,ELGUAMO,5806,6615,7245,13.53,35.66,35.41,0.25,20.74,22.66,-1.92,10.03314075,-74.97552281
VNM55926,VNM,55926,Rach Gia,RACHGIA,142139,172214,202459,76.68,28.20,29.14,-0.94,24.22,24.34,-0.12,9.99341901,105.1130766
VEN55927,VEN,55927,Bachaquero,BACHAQUERO,21132,25153,29939,139.64,39.08,40.27,-1.19,22.97,23.55,-0.57,9.972954249,-71.11984613
IND55929,IND,55929,BODINAYAKKANUR,BODINAYAKKANUR,54995,63053,71588,25.37,38.80,35.42,3.38,20.66,19.56,1.10,10.00977404,77.36248973
COL55931,COL,55931,MARIA LA BAJA,MARIALABAJA,12627,14387,15758,49.04,34.95,34.69,0.26,22.42,22.46,-0.03,9.982369396,-75.29009136
COL55932,COL,55932,BOSCONIA,BOSCONIA,18717,21326,23358,67.65,40.68,39.15,1.52,20.78,21.58,-0.80,9.976683413,-73.87885748
IND55934,IND,55934,MUVATTUPUZHA,MUVATTUPUZHA,27436,28237,29062,25.37,33.53,32.85,0.68,23.12,23.09,0.04,9.992829256,76.58665721
THA55935,THA,55935,Ranong,RANONG,19997,21969,23800,153.48,28.02,26.52,1.50,20.03,22.00,-1.97,9.933591108,98.63578285
VEN55940,VEN,55940,San Juan de los Morros,SANJUANDELOSMORROS,67791,78650,91248,327.31,31.84,31.41,0.42,18.53,18.23,0.30,9.927923831,-67.28869054
NGA55942,NGA,55942,Jos,JOS,484625,627337,789300,441.91,28.84,27.61,1.23,16.46,16.05,0.41,9.883870342,8.879638588
IND55945,IND,55945,MADURAI,MADURAI,1176182,1099685,1030741,391.61,47.42,47.16,0.26,26.92,26.52,0.41,9.912559836,78.08857086
COL55949,COL,55949,SAN JUAN NEPOMUCENO,SANJUANNEPOMUCENO,18428,20996,22997,57.51,36.91,36.17,0.74,21.26,21.25,0.01,9.955476386,-75.07953982
VEN55950,VEN,55950,Tinaquillo,TINAQUILLO,43427,52528,63536,191.15,32.32,29.02,3.30,18.01,17.92,0.09,9.920314409,-68.29421672
IND55953,IND,55953,USILAMPATTI,USILAMPATTI,26113,27644,29263,18.61,41.66,43.12,-1.46,26.18,25.91,0.27,9.96472313,77.79430778
IND55956,IND,55956,DEVAKOTTAI,DEVAKOTTAI,30591,35073,39821,39.75,43.71,43.56,0.15,26.74,26.40,0.34,9.951304659,78.82454652
THA55957,THA,55957,Lang Suan,LANGSUAN,4992,5265,5704,31.29,34.95,30.71,4.24,22.36,22.70,-0.34,9.956297204,99.07690316
CRI55962,CRI,55962,Turrialba,TURRIALBA,17244,20638,24700,126.03,30.82,27.52,3.31,17.45,15.20,2.25,9.905949639,-83.67290524
VNM55967,VNM,55967,Tra Vinh,TRAVINH,49218,59632,70105,35.67,33.91,31.06,2.85,24.82,24.70,0.12,9.934318381,106.3459268
COL55983,COL,55983,TENERIFE,TENERIFE,9633,10976,12021,14.36,35.04,37.83,-2.79,23.94,23.38,0.56,9.8957408,-74.8471811
VEN55984,VEN,55984,El Tocuyo,ELTOCUYO,31785,35286,39173,174.55,37.93,33.75,4.18,19.06,17.71,1.35,9.807880423,-69.78217309
VEN55986,VEN,55986,Altagracia de Orituco,ALTAGRACIADEORITUCO,34798,37904,41288,175.96,32.33,31.68,0.65,20.56,19.44,1.11,9.858422667,-66.35917926
COL55995,COL,55995,ARIGUANI,ARIGUANI,13858,15790,17294,56.68,35.29,36.68,-1.39,23.82,23.64,0.19,9.850764093,-74.22755394
IND55997,IND,55997,SIVAGANGA,SIVAGANGA,30054,34458,39122,38.07,46.86,45.04,1.83,27.79,26.90,0.89,9.854496172,78.49637975
IND56003,IND,56003,NATTARASANKOTTAI,NATTARASANKOTTAI,4409,5055,5739,1.26,42.71,45.88,-3.17,26.59,26.86,-0.27,9.863924514,78.56027023
COL56007,COL,56007,SAN JACINTO,SANJACINTO,22259,25361,27778,54.15,38.64,36.75,1.89,21.02,21.62,-0.60,9.828063642,-75.11107199
IND56009,IND,56009,PIRAVOM,PIRAVOM,24523,28116,31922,23.69,29.07,27.98,1.09,23.87,23.20,0.66,9.836340676,76.46963356
IND56010,IND,56010,CHINNAMANUR,CHINNAMANUR,28704,32910,37366,10.15,36.83,39.16,-2.34,22.91,22.06,0.85,9.844079176,77.39026917
IND56013,IND,56013,TIRUPPUVANAM,TIRUPPUVANAM,17948,20578,23363,21.15,43.19,45.78,-2.58,26.40,26.46,-0.06,9.825495788,78.26048899
COL56017,COL,56017,PLATO,PLATO,40129,45722,50079,116.71,39.40,38.58,0.82,23.67,23.50,0.16,9.780014697,-74.78775094
PHL56020,PHL,56020,Surigao,SURIGAO,100379,104909,118534,49.02,30.03,28.87,1.15,20.22,22.08,-1.86,9.768757944,125.4836979
PHL56023,PHL,56023,Puerto Princesa,PUERTOPRINCESA,47461,65000,85000,53.86,29.99,28.35,1.64,21.81,21.91,-0.09,9.776782906,118.7442559
ETH56025,ETH,56025,Mendî,MENDI,8189,10604,12980,4.72,28.92,27.05,1.87,14.24,13.64,0.60,9.792998325,35.09897162
VEN56032,VEN,56032,Mercedez D¡az,MERCEDESDIAZ,131457,142287,154161,1036.79,35.45,34.39,1.07,19.89,18.63,1.26,9.424002776,-70.57925153
IND56034,IND,56034,KAMBAM,KAMBAM,43972,50415,57240,33.85,40.03,31.82,8.21,19.40,20.23,-0.83,9.745121935,77.29353048
COL56036,COL,56036,San Onofre,SANONOFRE,23132,26357,28868,49.08,32.78,32.82,-0.03,22.96,22.60,0.37,9.740846593,-75.51638314
VEN56037,VEN,56037,San Carlos,SANCARLOS,50708,58329,67095,319.09,32.85,31.11,1.73,19.30,19.34,-0.05,9.682369402,-68.51922463
COL56042,COL,56042,EL CARMEN DE BOLIVAR,ELCARMENDEBOLIVAR,35405,40340,44183,88.86,38.52,38.44,0.08,22.53,22.03,0.50,9.720130326,-75.11123472
GIN56046,GIN,56046,Coyah,COYAH,22854,28915,35119,55.86,30.45,29.91,0.55,21.35,20.37,0.98,9.721667387,-13.40922366
IND56047,IND,56047,KARIAPATTI,KARIAPATTI,10465,11999,13623,11.85,48.51,46.81,1.70,27.41,27.19,0.21,9.733661243,78.1023702
IND56060,IND,56060,MANAMADURAI,MANAMADURAI,19685,22569,25624,26.24,46.66,46.05,0.61,26.16,26.38,-0.22,9.702076293,78.46464004
PHL56061,PHL,56061,Tagbilaran,TAGBILARAN,56363,66683,77700,80.78,30.32,30.18,0.15,20.71,21.59,-0.88,9.657365332,123.874935
GIN56064,GIN,56064,Conakry,CONAKRY,830912,1051265,1276801,226.56,32.92,29.08,3.84,19.90,20.03,-0.13,9.622786502,-13.58378127
NGA56065,NGA,56065,Minna,MINNA,179672,232582,292629,239.57,30.43,30.02,0.41,21.95,20.85,1.10,9.620308744,6.551067308
ETH56066,ETH,56066,Debre Berhan,DEBREBIRHAN,31487,40770,49907,42.32,23.92,23.64,0.28,-3.05,0.06,-3.11,9.682663046,39.53849027
VEN56069,VEN,56069,Acarigua,ACARIGUA,171850,191581,214116,482.62,32.09,31.07,1.02,19.41,19.55,-0.14,9.565694516,-69.19110086
IND56071,IND,56071,CHERTHALA,CHERTHALA,33779,38728,43971,15.89,27.91,27.58,0.33,24.59,24.49,0.10,9.681196784,76.33556033
IND56080,IND,56080,KOTTAYAM,KOTTAYAM,45479,52143,59202,120.92,31.14,29.03,2.11,23.55,24.04,-0.50,9.591680433,76.53898409
ETH56091,ETH,56091,Dire Dawa,DIREDAWA,134108,173644,212560,115.14,42.17,40.20,1.97,16.64,15.04,1.61,9.600574303,41.86561561
VNM56093,VNM,56093,Soc Trang,SOCTRANG,90535,109692,128956,60.95,29.05,28.91,0.14,25.44,24.72,0.72,9.604842715,105.9801975
CIV56096,CIV,56096,Ferkessedougou,FERKESSEDOUGOU,35141,35141,35141,60.11,30.32,30.32,0.00,21.39,21.08,0.31,9.594284457,-5.184220509
IND56097,IND,56097,VIRUDHUNAGAR,VIRUDHUNAGAR,69021,79134,89846,98.21,42.36,44.26,-1.90,27.34,26.94,0.39,9.589194021,77.96636812
PHL56102,PHL,56102,Bais,BAIS,59600,63355,68115,75.67,32.18,31.24,0.94,21.06,21.28,-0.22,9.539486405,123.130785
SOM56112,SOM,56112,Hargeysa,HARGEYSA,124092,134763,172694,24.55,38.43,40.37,-1.94,15.33,15.32,0.01,9.57030005,44.06680204
TGO56116,TGO,56116, ,KARA,48193,60639,79313,51.65,34.12,32.81,1.31,20.84,20.34,0.50,9.556682038,1.195006365
IND56117,IND,56117,ALAPPUZHA,ALAPPUZHA,191460,219513,249230,89.56,29.01,28.07,0.94,23.47,25.14,-1.67,9.513008971,76.33750541
IND56120,IND,56120,PARAMAKUDI,PARAMAKUDI,71397,76135,81188,51.65,46.71,45.87,0.84,25.29,25.31,-0.02,9.546709008,78.59678033
COL56123,COL,56123,TOLU,TOLU,28868,32893,36027,185.11,33.36,35.11,-1.74,24.23,23.49,0.74,9.442425891,-75.63759593
COL56125,COL,56125,OVEJAS,OVEJAS,12971,14779,16187,49.12,40.60,39.55,1.05,22.07,22.08,-0.01,9.523891544,-75.2171012
IND56130,IND,56130,RAJAPALAIYAM_CITY,RAJAPALAIYAMCITY,257250,294941,334869,196.49,43.93,41.26,2.67,26.53,24.72,1.81,9.461393378,77.58001927
IND56131,IND,56131,ARUPPUKKOTTAI,ARUPPUKKOTTAI,62910,72128,81892,74.52,49.12,47.58,1.54,26.96,26.92,0.04,9.514060317,78.11732093
THA56132,THA,56132,Ko Samut,KOSAMUT,29166,32042,34713,44.15,29.60,28.64,0.96,24.75,24.55,0.20,9.494308542,99.95179653
FSM56133,FSM,56133,Colonia,COLONIA,3041,3192,3350,28.63,29.51,29.71,-0.19,22.77,22.54,0.23,9.522624039,138.1200655
COL56138,COL,56138,COLOSO,COLOSO,5063,5769,6319,22.02,40.26,38.86,1.40,22.55,22.18,0.37,9.499689111,-75.34487628
VEN56142,VEN,56142,Anaco,ANACO,85572,101973,121624,1489.63,35.79,35.49,0.30,18.20,18.45,-0.25,9.302035664,-64.41780833
IND56144,IND,56144,SIVAKASI,SIVAKASI,140499,161086,182893,109.25,44.86,43.75,1.11,27.72,26.77,0.95,9.461861107,77.80512625
CIV56148,CIV,56148,Korhogo,KORHOGO,109445,109445,109445,109.26,32.22,32.99,-0.77,20.14,19.79,0.35,9.459211622,-5.619871373
PAN56149,PAN,56149,Colon,COLON,98925,121996,147830,170.29,30.13,28.23,1.91,22.29,21.48,0.81,9.339389926,-79.84635213
COL56150,COL,56150,TOLUVIEJO,TOLUVIEJO,4357,4964,5437,52.51,40.01,38.86,1.15,22.76,23.04,-0.28,9.462829598,-75.45013922
GHA56151,GHA,56151, ,TAMALE,183170,231116,283750,165.17,33.34,33.31,0.03,20.04,19.83,0.21,9.424709517,-0.843233642
NGA56152,NGA,56152,Numan,NUMAN,42078,54470,68532,46.07,35.16,35.40,-0.23,21.69,21.79,-0.10,9.461062049,12.04201177
IND56154,IND,56154,THIRUVALLA,THIRUVALLA,107072,107840,108627,85.55,29.97,29.08,0.90,24.18,23.92,0.26,9.436014515,76.55968465
PAN56155,PAN,56155,Changuinola,CHANGUINOLA,26031,32101,38900,76.36,33.77,31.34,2.42,21.93,20.72,1.21,9.443282555,-82.51204188
VEN56166,VEN,56166,Villa Bruzual,VILLABRUZUAL,25988,28157,30507,244.85,33.20,32.44,0.76,20.70,19.86,0.83,9.350458798,-69.14817358
CRI56168,CRI,56168,San Isidro,SANISIDRO,18682,23075,28500,246.54,26.81,25.08,1.73,18.01,15.24,2.77,9.348855265,-83.66061558
COL56169,COL,56169,SAN PEDRO,SANPEDRO,12480,14220,15575,43.20,39.83,40.12,-0.29,22.31,23.39,-1.08,9.40253526,-75.05858128
COL56177,COL,56177,SINCELEJO,SINCELEJO,233544,266101,291452,627.95,41.41,40.60,0.81,23.51,23.28,0.23,9.25964628,-75.35251772
VEN56179,VEN,56179,Zaraza,ZARAZA,30181,33109,36321,138.09,36.04,36.61,-0.58,20.39,20.37,0.02,9.353268991,-65.31766907
BEN56180,BEN,56180,Parakou,PARAKOU,98589,111535,111535,95.74,33.30,30.84,2.46,19.04,18.47,0.57,9.351619871,2.632920464
IND56181,IND,56181,RAMANATHAPURAM,RAMANATHAPURAM,52046,56345,60999,71.16,44.45,43.71,0.75,26.29,26.42,-0.13,9.367095559,78.84185514
COL56183,COL,56183,CHIRIGUANA,CHIRIGUANA,14744,16799,18399,62.69,37.86,36.94,0.91,24.32,24.30,0.02,9.364630876,-73.58851951
ETH56187,ETH,56187,Jigjaga,JIJIGA,53509,69284,84811,53.37,37.87,37.89,-0.02,12.82,12.41,0.41,9.354363521,42.80891991
IND56189,IND,56189,SATTUR,SATTUR,23422,26854,30489,44.06,45.56,46.08,-0.52,26.80,26.77,0.03,9.35834241,77.92723271
COL56191,COL,56191,SAN BERNARDO DEL VIENTO,SANBERNARDODELVIENTO,7704,8778,9614,19.48,29.75,31.43,-1.68,23.11,23.58,-0.47,9.355944968,-75.94837122
CMR56194,CMR,56194, ,GAROUA,218611,277860,342315,135.05,37.36,37.86,-0.50,24.66,24.11,0.56,9.320525186,13.39445978
PHL56196,PHL,56196,Dumaguete,DUMAGUETE,80262,92637,102265,52.47,29.88,29.23,0.65,21.69,20.66,1.03,9.310088184,123.2812525
COL56199,COL,56199,SAN FERNANDO,SANFERNANDO,2633,3000,3286,56.33,37.75,37.05,0.70,23.64,24.29,-0.65,9.312217126,-74.55869172
NGA56201,NGA,56201,Jimeta,JIMETA,186645,241608,303986,220.76,37.88,36.68,1.20,23.19,22.43,0.76,9.254618002,12.46407734
ETH56209,ETH,56209,HARER,HARRAR,62115,80428,98453,63.55,29.65,29.83,-0.18,8.54,11.15,-2.61,9.314607251,42.1317129
COL56211,COL,56211,MAGANGUE,MAGANGUE,56823,64744,70913,167.06,37.49,37.53,-0.05,24.96,25.23,-0.27,9.254384131,-74.75402674
IND56216,IND,56216,RAMESWARAM,RAMESWARAM,32232,34751,37466,32.73,31.79,33.63,-1.85,27.07,27.17,-0.10,9.294358033,79.30970115
VNM56217,VNM,56217,Bac Lieu,BACLIEU,85986,104180,122476,52.54,31.05,28.61,2.44,27.29,25.64,1.65,9.293340218,105.7333225
VEN56219,VEN,56219,BOCONO,BOCONO,30121,35295,40429,117.79,28.39,23.18,5.21,11.75,9.82,1.93,9.257373577,-70.24991379
CIV56220,CIV,56220,Bouna,BOUNA,13371,13371,13371,43.22,31.07,31.72,-0.64,19.27,19.16,0.11,9.275410748,-2.995677122
IND56223,IND,56223,MANDAPAM,MANDAPAM,20403,18164,16170,6.83,28.93,36.37,-7.44,27.82,26.72,1.10,9.298082462,79.14586231
PAN56226,PAN,56226,Panamá,PANAMA,555483,685032,830100,1268.19,30.76,29.47,1.29,22.40,21.89,0.51,9.04699741,-79.56099328
THA56228,THA,56228,Surat Thani,SURATTHANI,112484,123576,133876,639.87,31.66,31.28,0.38,22.79,22.78,0.02,9.162169817,99.34162314
COL56229,COL,56229,LORICA,LORICA,42952,48940,53602,127.13,36.01,35.12,0.89,23.75,23.91,-0.16,9.240872767,-75.77356291
COL56230,COL,56230,SINCE,SINCE,19779,22537,24684,74.58,40.43,41.06,-0.63,24.24,24.01,0.23,9.248719433,-75.13844909
COL56231,COL,56231,MOMPOS,MOMPOS,25706,29289,32079,137.35,37.88,37.91,-0.03,23.33,23.94,-0.61,9.236821223,-74.39372706
VEN56233,VEN,56233,Valle de la Pascua,VALLEDELAPASCUA,67100,75112,84082,255.97,34.52,34.39,0.13,18.85,18.73,0.13,9.208331769,-66.00574372
NGA56235,NGA,56235,Suleja,SULEJA,99788,129174,162523,207.66,28.86,28.33,0.53,18.03,18.06,-0.03,9.197183166,7.198138721
IND56236,IND,56236,PATHANAMTHITTA,PATHANAMTHITTA,35695,36638,37605,16.10,30.26,29.09,1.17,23.68,23.46,0.23,9.270724957,76.79494558
IND56240,IND,56240,KEELAKARAI,KEELAKARAI,29874,30144,30417,30.23,44.27,44.95,-0.68,26.12,26.76,-0.64,9.248073824,78.78921874
COL56248,COL,56248,CURUMANI,CURUMANI,14340,16339,17895,72.04,38.06,36.53,1.53,24.16,23.63,0.53,9.201848761,-73.53622923
IND56259,IND,56259,KOVILPATTI,KOVILPATTI,65501,75098,85265,72.05,49.15,46.96,2.18,26.82,25.96,0.86,9.179398429,77.87415633
VNM56263,VNM,56263,Ca Mau,CAMAU,84357,102207,120156,71.20,29.74,30.02,-0.28,25.81,26.21,-0.40,9.179198701,105.1606033
PAN56265,PAN,56265,Chepo,CHEPO,8498,10480,12700,59.33,33.16,30.39,2.77,21.20,21.44,-0.24,9.17509149,-79.08607611
COL56266,COL,56266,SAN ANDRES DE SOTAVENTO,SANANDRESDESOTAVENTO,5787,6594,7222,55.95,38.84,38.85,-0.01,22.45,23.33,-0.87,9.160177964,-75.51856547
IND56267,IND,56267,SANKARANKOIL,SANKARANKOIL,48393,50699,53116,36.45,37.76,39.79,-2.03,25.57,24.93,0.64,9.179883723,77.54388473
VEN56269,VEN,56269,Tucupita,TUCUPITA,41117,46540,52678,291.69,30.30,30.82,-0.52,21.15,21.19,-0.05,9.026640006,-62.05060734
IND56271,IND,56271,PULIYANKUDI,PULIYANKUDI,45043,51642,58634,12.71,41.87,39.06,2.81,22.67,22.71,-0.04,9.183385097,77.39860174
COL56272,COL,56272,GALERAS,GALERAS,8915,10158,11126,29.67,40.25,39.91,0.34,24.58,24.40,0.18,9.16473412,-75.04107615
COL56273,COL,56273,GUAMAL,GUAMAL,10657,12142,13299,70.57,38.73,37.41,1.32,24.91,24.13,0.78,9.156044221,-74.23545496
NGA56276,NGA,56276,Abuja,ABUJA,101682,131625,165607,834.36,29.93,28.73,1.20,18.17,17.67,0.50,9.057807264,7.42674546
IND56281,IND,56281,KAYAMKULAM,KAYAMKULAM,67339,66403,65481,8.48,28.33,28.88,-0.56,26.19,24.97,1.22,9.168662873,76.51499039
NGA56284,NGA,56284,Bida,BIDA,105648,136759,172066,117.85,31.62,30.12,1.50,20.61,21.79,-1.18,9.093344944,6.012192983
ETH56285,ETH,56285, ,SENDAFA,4532,5868,7183,6.78,25.81,24.54,1.27,4.59,2.01,2.59,9.147204623,39.0197825
VEN56295,VEN,56295,La Beatriz,LABEATRIZ,9832,11520,13196,22.04,35.08,34.63,0.45,20.62,17.06,3.57,9.089110068,-64.7455181
IND56296,IND,56296,KADAYANALLUR,KADAYANALLUR,88414,94661,101243,31.37,41.57,37.43,4.14,20.82,21.94,-1.13,9.083549947,77.35753409
VEN56298,VEN,56298,Guanare,GUANARE,84904,95904,108328,341.74,33.82,31.96,1.86,20.11,19.79,0.31,9.030691283,-69.75119593
NGA56300,NGA,56300,Kishi,KISHI,74049,95854,120602,19.50,34.36,33.29,1.07,20.18,18.86,1.31,9.082032083,3.852347727
